21.000000 1.000000 nan
26.000000 1.000000 nan
43.000000 1.000000 nan
45.000000 1.000000 0.895784
66.000000 1.000000 25.651597
68.000000 1.000000 18.716337
75.000000 1.000000 18.728451
91.000000 1.000000 18.580452
92.000000 1.000000 18.583083
101.000000 1.000000 37.674031
132.000000 1.000000 47.059217
141.000000 1.000000 39.865567
145.000000 1.000000 41.506838
146.000000 1.000000 46.894956
177.000000 1.000000 51.183577
196.000000 1.000000 nan
213.000000 1.000000 nan
219.000000 1.000000 nan
225.000000 1.000000 nan
242.000000 1.000000 nan
246.000000 1.000000 25.564329
247.000000 1.000000 27.991119
253.000000 1.000000 32.478812
258.000000 1.000000 nan
263.000000 1.000000 27.740162
272.000000 1.000000 25.536201
283.000000 1.000000 26.314390
287.000000 1.000000 25.526552
303.000000 1.000000 55.193774
310.000000 1.000000 55.197354
313.000000 1.000000 38.801438
324.000000 1.000000 51.500982
364.000000 1.000000 64.079623
376.000000 1.000000 67.213654
381.000000 1.000000 55.750627
385.000000 1.000000 55.712677
395.000000 1.000000 95.436813
403.000000 1.000000 94.776939
415.000000 1.000000 97.889857
425.000000 1.000000 nan
428.000000 1.000000 nan
436.000000 1.000000 95.347441
443.000000 1.000000 nan
447.000000 1.000000 95.434508
450.000000 1.000000 100.395189
454.000000 1.000000 nan
482.000000 1.000000 nan
488.000000 1.000000 nan
496.000000 1.000000 nan
539.000000 1.000000 36.865623
553.000000 1.000000 55.616993
559.000000 1.000000 69.069109
561.000000 1.000000 68.852062
569.000000 1.000000 nan
579.000000 1.000000 62.513570
581.000000 1.000000 62.509561
594.000000 1.000000 55.273260
610.000000 1.000000 64.334189
616.000000 1.000000 91.350530
622.000000 1.000000 92.709395
623.000000 1.000000 92.561754
634.000000 1.000000 nan
662.000000 1.000000 nan
672.000000 1.000000 nan
674.000000 1.000000 145.154804
677.000000 1.000000 nan
688.000000 1.000000 nan
691.000000 1.000000 174.513840
718.000000 1.000000 170.134159
720.000000 1.000000 170.132186
722.000000 1.000000 170.121538
724.000000 1.000000 181.249256
745.000000 1.000000 nan
754.000000 1.000000 nan
758.000000 1.000000 nan
763.000000 1.000000 nan
789.000000 1.000000 47.296360
815.000000 1.000000 110.359632
828.000000 1.000000 115.474189
836.000000 1.000000 103.144488
837.000000 1.000000 103.134741
850.000000 1.000000 147.005302
852.000000 1.000000 137.574402
858.000000 1.000000 nan
872.000000 1.000000 nan
881.000000 1.000000 nan
882.000000 1.000000 174.463484
899.000000 1.000000 174.587386
904.000000 1.000000 nan
907.000000 1.000000 nan
923.000000 1.000000 nan
932.000000 1.000000 186.901891
938.000000 1.000000 nan
941.000000 1.000000 nan
949.000000 1.000000 nan
953.000000 1.000000 nan
957.000000 1.000000 nan
959.000000 1.000000 nan
974.000000 1.000000 nan
990.000000 1.000000 nan
1010.000000 1.000000 45.435765
1014.000000 1.000000 45.427920
1026.000000 1.000000 55.315844
1034.000000 1.000000 58.438846
1035.000000 1.000000 51.582616
1038.000000 1.000000 51.637047
1043.000000 1.000000 51.419466
1063.000000 1.000000 110.387746
1074.000000 1.000000 109.947640
1077.000000 1.000000 115.774829
1088.000000 1.000000 115.965612
1090.000000 1.000000 110.209102
1096.000000 1.000000 105.128605
1111.000000 1.000000 116.641204
1125.000000 1.000000 134.586591
1145.000000 1.000000 113.912290
1147.000000 1.000000 nan
1153.000000 1.000000 nan
1182.000000 1.000000 nan
1187.000000 1.000000 nan
1191.000000 1.000000 nan
1193.000000 1.000000 202.735324
1248.000000 1.000000 nan
1250.000000 1.000000 nan
1260.000000 1.000000 nan
1270.000000 1.000000 nan
1284.000000 1.000000 nan
1285.000000 1.000000 nan
1286.000000 1.000000 nan
1303.000000 1.000000 42.799261
1315.000000 1.000000 36.265095
1327.000000 1.000000 40.123282
1330.000000 1.000000 45.496673
1334.000000 1.000000 40.049808
1348.000000 1.000000 74.844161
1355.000000 1.000000 87.774467
1362.000000 1.000000 85.486461
1376.000000 1.000000 74.733078
1404.000000 1.000000 96.257474
1416.000000 1.000000 nan
1420.000000 1.000000 nan
1423.000000 1.000000 183.200763
1429.000000 1.000000 nan
1436.000000 1.000000 nan
1478.000000 1.000000 nan
1486.000000 1.000000 161.813864
1490.000000 1.000000 nan
1493.000000 1.000000 nan
1497.000000 1.000000 170.134729
1499.000000 1.000000 170.135588
